2024-11-30T14:39:35.071+03:00 DEBUG 20528 --- ${sys:LOGGED_APPLICATION_NAME}[main] j.e.security                             : X509Certificate: Alg:SHA256withRSA, Serial:184accd6, Subject:CN=CFCA EV ROOT, O=China Financial Certification Authority, C=CN, Issuer:CN=CFCA EV ROOT, O=China Financial Certification Authority, C=CN, Key type:RSA, Length:4096, Cert Id:551407782, Valid from:08.08.2012, 07:07, Valid until:31.12.2029, 06:07
2024-11-30T14:39:35.072+03:00 DEBUG 20528 --- ${sys:LOGGED_APPLICATION_NAME}[main] j.e.security                             : X509Certificate: Alg:SHA1withRSA, Serial:4e812d8a8265e00b02ee3e350246e53d, Subject:CN=COMODO Certification Authority, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB, Issuer:CN=COMODO Certification Authority, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB, Key type:RSA, Length:2048, Cert Id:904304908, Valid from:01.12.2006, 03:00, Valid until:01.01.2030, 02:59
2024-11-30T14:39:35.072+03:00 DEBUG 20528 --- ${sys:LOGGED_APPLICATION_NAME}[main] j.e.security                             : X509Certificate: Alg:SHA384withECDSA, Serial:1f47afaa62007050544c019e9b63992a, Subject:CN=COMODO ECC Certification Authority, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB, Issuer:CN=COMODO ECC Certification Authority, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB, Key type:EC, Length:384, Cert Id:1146488932, Valid from:06.03.2008, 03:00, Valid until:19.01.2038, 02:59
2024-11-30T14:39:35.073+03:00 DEBUG 20528 --- ${sys:LOGGED_APPLICATION_NAME}[main] j.e.security                             : X509Certificate: Alg:SHA384withRSA, Serial:4caaf9cadb636fe01ff74ed85b03869d, Subject:CN=COMODO RSA Certification Authority, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB, Issuer:CN=COMODO RSA Certification Authority, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB, Key type:RSA, Length:4096, Cert Id:1769425049, Valid from:19.01.2010, 03:00, Valid until:19.01.2038, 02:59
2024-11-30T14:39:35.073+03:00 DEBUG 20528 --- ${sys:LOGGED_APPLICATION_NAME}[main] j.e.security                             : X509Certificate: Alg:SHA1withRSA, Serial:ce7e0e517d846fe8fe560fc1bf03039, Subject:CN=DigiCert Assured ID Root CA, OU=www.digicert.com, O=DigiCert Inc, C=US, Issuer:CN=DigiCert Assured ID Root CA, OU=www.digicert.com, O=DigiCert Inc, C=US, Key type:RSA, Length:2048, Cert Id:-860404528, Valid from:10.11.2006, 03:00, Valid until:10.11.2031, 03:00
2024-11-30T14:39:35.074+03:00 DEBUG 20528 --- ${sys:LOGGED_APPLICATION_NAME}[main] j.e.security                             : X509Certificate: Alg:SHA256withRSA, Serial:b931c3ad63967ea6723bfc3af9af44b, Subject:CN=DigiCert Assured ID Root G2, OU=www.digicert.com, O=DigiCert Inc, C=US, Issuer:CN=DigiCert Assured ID Root G2, OU=www.digicert.com, O=DigiCert Inc, C=US, Key type:RSA, Length:2048, Cert Id:-385398383, Valid from:01.08.2013, 16:00, Valid until:15.01.2038, 15:00
2024-11-30T14:39:35.074+03:00 DEBUG 20528 --- ${sys:LOGGED_APPLICATION_NAME}[main] j.e.security                             : X509Certificate: Alg:SHA384withECDSA, Serial:ba15afa1ddfa0b54944afcd24a06cec, Subject:CN=DigiCert Assured ID Root G3, OU=www.digicert.com, O=DigiCert Inc, C=US, Issuer:CN=DigiCert Assured ID Root G3, OU=www.digicert.com, O=DigiCert Inc, C=US, Key type:EC, Length:384, Cert Id:-645537245, Valid from:01.08.2013, 16:00, Valid until:15.01.2038, 15:00
2024-11-30T14:39:35.075+03:00 DEBUG 20528 --- ${sys:LOGGED_APPLICATION_NAME}[main] j.e.security                             : X509Certificate: Alg:SHA1withRSA, Serial:83be056904246b1a1756ac95991c74a, Subject:CN=DigiCert Global Root CA, OU=www.digicert.com, O=DigiCert Inc, C=US, Issuer:CN=DigiCert Global Root CA, OU=www.digicert.com, O=DigiCert Inc, C=US, Key type:RSA, Length:2048, Cert Id:1341898239, Valid from:10.11.2006, 03:00, Valid until:10.11.2031, 03:00
2024-11-30T14:39:35.076+03:00 DEBUG 20528 --- ${sys:LOGGED_APPLICATION_NAME}[main] j.e.security                             : X509Certificate: Alg:SHA256withRSA, Serial:33af1e6a711a9a0bb2864b11d09fae5, Subject:CN=DigiCert Global Root G2, OU=www.digicert.com, O=DigiCert Inc, C=US, Issuer:CN=DigiCert Global Root G2, OU=www.digicert.com, O=DigiCert Inc, C=US, Key type:RSA, Length:2048, Cert Id:1136084297, Valid from:01.08.2013, 16:00, Valid until:15.01.2038, 15:00
2024-11-30T14:39:35.076+03:00 DEBUG 20528 --- ${sys:LOGGED_APPLICATION_NAME}[main] j.e.security                             : X509Certificate: Alg:SHA384withECDSA, Serial:55556bcf25ea43535c3a40fd5ab4572, Subject:CN=DigiCert Global Root G3, OU=www.digicert.com, O=DigiCert Inc, C=US, Issuer:CN=DigiCert Global Root G3, OU=www.digicert.com, O=DigiCert Inc, C=US, Key type:EC, Length:384, Cert Id:-795968543, Valid from:01.08.2013, 16:00, Valid until:15.01.2038, 15:00
2024-11-30T14:39:35.078+03:00 DEBUG 20528 --- ${sys:LOGGED_APPLICATION_NAME}[main] j.e.security                             : X509Certificate: Alg:SHA1withRSA, Serial:2ac5c266a0b409b8f0b79f2ae462577, Subject:CN=DigiCert High Assurance EV Root CA, OU=www.digicert.com, O=DigiCert Inc, C=US, Issuer:CN=DigiCert High Assurance EV Root CA, OU=www.digicert.com, O=DigiCert Inc, C=US, Key type:RSA, Length:2048, Cert Id:-1410680354, Valid from:10.11.2006, 03:00, Valid until:10.11.2031, 03:00
2024-11-30T14:39:35.079+03:00 DEBUG 20528 --- ${sys:LOGGED_APPLICATION_NAME}[main] j.e.security                             : X509Certificate: Alg:SHA384withECDSA, Serial:9e09365acf7d9c8b93e1c0b042a2ef3, Subject:CN=DigiCert TLS ECC P384 Root G5, O="DigiCert, Inc.", C=US, Issuer:CN=DigiCert TLS ECC P384 Root G5, O="DigiCert, Inc.", C=US, Key type:EC, Length:384, Cert Id:-354195278, Valid from:15.01.2021, 03:00, Valid until:15.01.2046, 02:59
2024-11-30T14:39:35.080+03:00 DEBUG 20528 --- ${sys:LOGGED_APPLICATION_NAME}[main] j.e.security                             : X509Certificate: Alg:SHA384withRSA, Serial:8f9b478a8fa7eda6a333789de7ccf8a, Subject:CN=DigiCert TLS RSA4096 Root G5, O="DigiCert, Inc.", C=US, Issuer:CN=DigiCert TLS RSA4096 Root G5, O="DigiCert, Inc.", C=US, Key type:RSA, Length:4096, Cert Id:165956757, Valid from:15.01.2021, 03:00, Valid until:15.01.2046, 02:59
2024-11-30T14:39:35.080+03:00 DEBUG 20528 --- ${sys:LOGGED_APPLICATION_NAME}[main] j.e.security                             : X509Certificate: Alg:SHA384withRSA, Serial:59b1b579e8e2132e23907bda777755c, Subject:CN=DigiCert Trusted Root G4, OU=www.digicert.com, O=DigiCert Inc, C=US, Issuer:CN=DigiCert Trusted Root G4, OU=www.digicert.com, O=DigiCert Inc, C=US, Key type:RSA, Length:4096, Cert Id:1057369358, Valid from:01.08.2013, 16:00, Valid until:15.01.2038, 15:00
2024-11-30T14:39:35.081+03:00 DEBUG 20528 --- ${sys:LOGGED_APPLICATION_NAME}[main] j.e.security                             : X509Certificate: Alg:SHA384withECDSA, Serial:7cc98f2b84d7dfea0fc9659ad34b4d96, Subject:CN=D-TRUST BR Root CA 1 2020, O=D-Trust GmbH, C=DE, Issuer:CN=D-TRUST BR Root CA 1 2020, O=D-Trust GmbH, C=DE, Key type:EC, Length:384, Cert Id:-83817738, Valid from:11.02.2020, 12:45, Valid until:11.02.2035, 12:44
2024-11-30T14:39:35.082+03:00 DEBUG 20528 --- ${sys:LOGGED_APPLICATION_NAME}[main] j.e.security                             : X509Certificate: Alg:SHA384withECDSA, Serial:5f0241d77a877c4c03a3ac968dfbffd0, Subject:CN=D-TRUST EV Root CA 1 2020, O=D-Trust GmbH, C=DE, Issuer:CN=D-TRUST EV Root CA 1 2020, O=D-Trust GmbH, C=DE, Key type:EC, Length:384, Cert Id:238735896, Valid from:11.02.2020, 13:00, Valid until:11.02.2035, 12:59
2024-11-30T14:39:35.083+03:00 DEBUG 20528 --- ${sys:LOGGED_APPLICATION_NAME}[main] j.e.security                             : X509Certificate: Alg:SHA256withRSA, Serial:983f3, Subject:CN=D-TRUST Root Class 3 CA 2 2009, O=D-Trust GmbH, C=DE, Issuer:CN=D-TRUST Root Class 3 CA 2 2009, O=D-Trust GmbH, C=DE, Key type:RSA, Length:2048, Cert Id:1430153102, Valid from:05.11.2009, 11:35, Valid until:05.11.2029, 11:35
2024-11-30T14:39:35.086+03:00 DEBUG 20528 --- ${sys:LOGGED_APPLICATION_NAME}[main] j.e.security                             : X509Certificate: Alg:SHA256withRSA, Serial:983f4, Subject:CN=D-TRUST Root Class 3 CA 2 EV 2009, O=D-Trust GmbH, C=DE, Issuer:CN=D-TRUST Root Class 3 CA 2 EV 2009, O=D-Trust GmbH, C=DE, Key type:RSA, Length:2048, Cert Id:971313728, Valid from:05.11.2009, 11:50, Valid until:05.11.2029, 11:50
2024-11-30T14:39:35.086+03:00 DEBUG 20528 --- ${sys:LOGGED_APPLICATION_NAME}[main] j.e.security                             : X509Certificate: Alg:SHA384withECDSA, Serial:7b71b68256b8127c9ca8, Subject:CN=emSign ECC Root CA - C3, O=eMudhra Inc, OU=emSign PKI, C=US, Issuer:CN=emSign ECC Root CA - C3, O=eMudhra Inc, OU=emSign PKI, C=US, Key type:EC, Length:384, Cert Id:-948456756, Valid from:18.02.2018, 21:30, Valid until:18.02.2043, 21:30
2024-11-30T14:39:35.088+03:00 DEBUG 20528 --- ${sys:LOGGED_APPLICATION_NAME}[main] j.e.security                             : X509Certificate: Alg:SHA384withECDSA, Serial:3cf607a968700eda8b84, Subject:CN=emSign ECC Root CA - G3, O=eMudhra Technologies Limited, OU=emSign PKI, C=IN, Issuer:CN=emSign ECC Root CA - G3, O=eMudhra Technologies Limited, OU=emSign PKI, C=IN, Key type:EC, Length:384, Cert Id:-462931589, Valid from:18.02.2018, 21:30, Valid until:18.02.2043, 21:30
2024-11-30T14:39:35.089+03:00 DEBUG 20528 --- ${sys:LOGGED_APPLICATION_NAME}[main] j.e.security                             : X509Certificate: Alg:SHA256withRSA, Serial:aecf00bac4cf32f843b2, Subject:CN=emSign Root CA - C1, O=eMudhra Inc, OU=emSign PKI, C=US, Issuer:CN=emSign Root CA - C1, O=eMudhra Inc, OU=emSign PKI, C=US, Key type:RSA, Length:2048, Cert Id:-1268863356, Valid from:18.02.2018, 21:30, Valid until:18.02.2043, 21:30
2024-11-30T14:39:35.090+03:00 DEBUG 20528 --- ${sys:LOGGED_APPLICATION_NAME}[main] j.e.security                             : X509Certificate: Alg:SHA256withRSA, Serial:31f5e4620c6c58edd6d8, Subject:CN=emSign Root CA - G1, O=eMudhra Technologies Limited, OU=emSign PKI, C=IN, Issuer:CN=emSign Root CA - G1, O=eMudhra Technologies Limited, OU=emSign PKI, C=IN, Key type:RSA, Length:2048, Cert Id:392709196, Valid from:18.02.2018, 21:30, Valid until:18.02.2043, 21:30
2024-11-30T14:39:35.091+03:00 DEBUG 20528 --- ${sys:LOGGED_APPLICATION_NAME}[main] j.e.security                             : X509Certificate: Alg:SHA1withRSA, Serial:456b5054, Subject:CN=Entrust Root Certification Authority, OU="(c) 2006 Entrust, Inc.", OU=www.entrust.net/CPS is incorporated by reference, O="Entrust, Inc.", C=US, Issuer:CN=Entrust Root Certification Authority, OU="(c) 2006 Entrust, Inc.", OU=www.entrust.net/CPS is incorporated by reference, O="Entrust, Inc.", C=US, Key type:RSA, Length:2048, Cert Id:-1261404096, Valid from:27.11.2006, 23:23, Valid until:27.11.2026, 23:53
2024-11-30T14:39:35.091+03:00 DEBUG 20528 --- ${sys:LOGGED_APPLICATION_NAME}[main] j.e.security                             : X509Certificate: Alg:SHA384withECDSA, Serial:a68b79290000000050d091f9, Subject:CN=Entrust Root Certification Authority - EC1, OU="(c) 2012 Entrust, Inc. - for authorized use only", OU=See www.entrust.net/legal-terms, O="Entrust, Inc.", C=US, Issuer:CN=Entrust Root Certification Authority - EC1, OU="(c) 2012 Entrust, Inc. - for authorized use only", OU=See www.entrust.net/legal-terms, O="Entrust, Inc.", C=US, Key type:EC, Length:384, Cert Id:924514073, Valid from:18.12.2012, 19:25, Valid until:18.12.2037, 18:55
2024-11-30T14:39:35.092+03:00 DEBUG 20528 --- ${sys:LOGGED_APPLICATION_NAME}[main] j.e.security                             : X509Certificate: Alg:SHA256withRSA, Serial:4a538c28, Subject:CN=Entrust Root Certification Authority - G2, OU="(c) 2009 Entrust, Inc. - for authorized use only", OU=See www.entrust.net/legal-terms, O="Entrust, Inc.", C=US, Issuer:CN=Entrust Root Certification Authority - G2, OU="(c) 2009 Entrust, Inc. - for authorized use only", OU=See www.entrust.net/legal-terms, O="Entrust, Inc.", C=US, Key type:RSA, Length:2048, Cert Id:1936920337, Valid from:07.07.2009, 21:25, Valid until:07.12.2030, 20:55
2024-11-30T14:39:35.093+03:00 DEBUG 20528 --- ${sys:LOGGED_APPLICATION_NAME}[main] j.e.security                             : X509Certificate: Alg:SHA256withRSA, Serial:d9b5437fafa9390f000000005565ad58, Subject:CN=Entrust Root Certification Authority - G4, OU="(c) 2015 Entrust, Inc. - for authorized use only", OU=See www.entrust.net/legal-terms, O="Entrust, Inc.", C=US, Issuer:CN=Entrust Root Certification Authority - G4, OU="(c) 2015 Entrust, Inc. - for authorized use only", OU=See www.entrust.net/legal-terms, O="Entrust, Inc.", C=US, Key type:RSA, Length:4096, Cert Id:1368037548, Valid from:27.05.2015, 14:11, Valid until:27.12.2037, 14:41
2024-11-30T14:39:35.094+03:00 DEBUG 20528 --- ${sys:LOGGED_APPLICATION_NAME}[main] j.e.security                             : X509Certificate: Alg:SHA1withRSA, Serial:3863def8, Subject:CN=Entrust.net Certification Authority (2048), OU=(c) 1999 Entrust.net Limited, OU=www.entrust.net/CPS_2048 incorp. by ref. (limits liab.), O=Entrust.net, Issuer:CN=Entrust.net Certification Authority (2048), OU=(c) 1999 Entrust.net Limited, OU=www.entrust.net/CPS_2048 incorp. by ref. (limits liab.), O=Entrust.net, Key type:RSA, Length:2048, Cert Id:-328536082, Valid from:24.12.1999, 20:50, Valid until:24.07.2029, 17:15
2024-11-30T14:39:35.095+03:00 DEBUG 20528 --- ${sys:LOGGED_APPLICATION_NAME}[main] j.e.security                             : X509Certificate: Alg:SHA256withECDSA, Serial:15448ef21fd97590df5040a, Subject:CN=e-Szigno Root CA 2017, OID.2.5.4.97=VATHU-23584497, O=Microsec Ltd., L=Budapest, C=HU, Issuer:CN=e-Szigno Root CA 2017, OID.2.5.4.97=VATHU-23584497, O=Microsec Ltd., L=Budapest, C=HU, Key type:EC, Length:256, Cert Id:-991173715, Valid from:22.08.2017, 15:07, Valid until:22.08.2042, 15:07
2024-11-30T14:39:35.095+03:00 DEBUG 20528 --- ${sys:LOGGED_APPLICATION_NAME}[main] j.e.security                             : X509Certificate: Alg:SHA256withRSA, Serial:7d0997fef047ea7a, Subject:CN=GDCA TrustAUTH R5 ROOT, O="GUANG DONG CERTIFICATE AUTHORITY CO.,LTD.", C=CN, Issuer:CN=GDCA TrustAUTH R5 ROOT, O="GUANG DONG CERTIFICATE AUTHORITY CO.,LTD.", C=CN, Key type:RSA, Length:4096, Cert Id:494136981, Valid from:26.11.2014, 08:13, Valid until:31.12.2040, 18:59
2024-11-30T14:39:35.096+03:00 DEBUG 20528 --- ${sys:LOGGED_APPLICATION_NAME}[main] j.e.security                             : X509Certificate: Alg:SHA256withECDSA, Serial:203e57ef53f93fda50921b2a6, Subject:CN=GlobalSign, O=GlobalSign, OU=GlobalSign ECC Root CA - R4, Issuer:CN=GlobalSign, O=GlobalSign, OU=GlobalSign ECC Root CA - R4, Key type:EC, Length:256, Cert Id:-516970517, Valid from:13.11.2012, 04:00, Valid until:19.01.2038, 06:14
2024-11-30T14:39:35.097+03:00 DEBUG 20528 --- ${sys:LOGGED_APPLICATION_NAME}[main] j.e.security                             : X509Certificate: Alg:SHA384withECDSA, Serial:605949e0262ebb55f90a778a71f94ad86c, Subject:CN=GlobalSign, O=GlobalSign, OU=GlobalSign ECC Root CA - R5, Issuer:CN=GlobalSign, O=GlobalSign, OU=GlobalSign ECC Root CA - R5, Key type:EC, Length:384, Cert Id:1997048439, Valid from:13.11.2012, 04:00, Valid until:19.01.2038, 06:14
2024-11-30T14:39:35.097+03:00 DEBUG 20528 --- ${sys:LOGGED_APPLICATION_NAME}[main] j.e.security                             : X509Certificate: Alg:SHA256withRSA, Serial:4000000000121585308a2, Subject:CN=GlobalSign, O=GlobalSign, OU=GlobalSign Root CA - R3, Issuer:CN=GlobalSign, O=GlobalSign, OU=GlobalSign Root CA - R3, Key type:RSA, Length:2048, Cert Id:733875591, Valid from:18.03.2009, 13:00, Valid until:18.03.2029, 13:00
2024-11-30T14:39:35.098+03:00 DEBUG 20528 --- ${sys:LOGGED_APPLICATION_NAME}[main] j.e.security                             : X509Certificate: Alg:SHA384withRSA, Serial:45e6bb038333c3856548e6ff4551, Subject:CN=GlobalSign, O=GlobalSign, OU=GlobalSign Root CA - R6, Issuer:CN=GlobalSign, O=GlobalSign, OU=GlobalSign Root CA - R6, Key type:RSA, Length:4096, Cert Id:-506627753, Valid from:10.12.2014, 03:00, Valid until:10.12.2034, 03:00
2024-11-30T14:39:35.098+03:00 DEBUG 20528 --- ${sys:LOGGED_APPLICATION_NAME}[main] j.e.security                             : X509Certificate: Alg:SHA1withRSA, Serial:40000000001154b5ac394, Subject:CN=GlobalSign Root CA, OU=Root CA, O=GlobalSign nv-sa, C=BE, Issuer:CN=GlobalSign Root CA, OU=Root CA, O=GlobalSign nv-sa, C=BE, Key type:RSA, Length:2048, Cert Id:536948034, Valid from:01.09.1998, 16:00, Valid until:28.01.2028, 15:00
2024-11-30T14:39:35.099+03:00 DEBUG 20528 --- ${sys:LOGGED_APPLICATION_NAME}[main] j.e.security                             : X509Certificate: Alg:SHA384withECDSA, Serial:11d2bbba336ed4bce62468c50d841d98e843, Subject:CN=GlobalSign Root E46, O=GlobalSign nv-sa, C=BE, Issuer:CN=GlobalSign Root E46, O=GlobalSign nv-sa, C=BE, Key type:EC, Length:384, Cert Id:-889363391, Valid from:20.03.2019, 03:00, Valid until:20.03.2046, 03:00
2024-11-30T14:39:35.100+03:00 DEBUG 20528 --- ${sys:LOGGED_APPLICATION_NAME}[main] j.e.security                             : X509Certificate: Alg:SHA384withRSA, Serial:11d2bbb9d723189e405f0a9d2dd0df2567d1, Subject:CN=GlobalSign Root R46, O=GlobalSign nv-sa, C=BE, Issuer:CN=GlobalSign Root R46, O=GlobalSign nv-sa, C=BE, Key type:RSA, Length:4096, Cert Id:1275948927, Valid from:20.03.2019, 03:00, Valid until:20.03.2046, 03:00
2024-11-30T14:39:35.101+03:00 DEBUG 20528 --- ${sys:LOGGED_APPLICATION_NAME}[main] j.e.security                             : X509Certificate: Alg:SHA256withRSA, Serial:5a4bbd5afb4f8a5bfa65e5, Subject:CN=GLOBALTRUST 2020, O=e-commerce monitoring GmbH, C=AT, Issuer:CN=GLOBALTRUST 2020, O=e-commerce monitoring GmbH, C=AT, Key type:RSA, Length:4096, Cert Id:-522246883, Valid from:10.02.2020, 03:00, Valid until:10.06.2040, 03:00
2024-11-30T14:39:35.101+03:00 DEBUG 20528 --- ${sys:LOGGED_APPLICATION_NAME}[main] j.e.security                             : X509Certificate: Alg:SHA256withRSA, Serial:0, Subject:CN=Go Daddy Root Certificate Authority - G2, O="GoDaddy.com, Inc.", L=Scottsdale, ST=Arizona, C=US, Issuer:CN=Go Daddy Root Certificate Authority - G2, O="GoDaddy.com, Inc.", L=Scottsdale, ST=Arizona, C=US, Key type:RSA, Length:2048, Cert Id:439600313, Valid from:01.09.2009, 04:00, Valid until:01.01.2038, 02:59
2024-11-30T14:39:35.102+03:00 DEBUG 20528 --- ${sys:LOGGED_APPLICATION_NAME}[main] j.e.security                             : X509Certificate: Alg:SHA384withRSA, Serial:203e5936f31b01349886ba217, Subject:CN=GTS Root R1, O=Google Trust Services LLC, C=US, Issuer:CN=GTS Root R1, O=Google Trust Services LLC, C=US, Key type:RSA, Length:4096, Cert Id:657172038, Valid from:22.06.2016, 03:00, Valid until:22.06.2036, 03:00
2024-11-30T14:39:35.103+03:00 DEBUG 20528 --- ${sys:LOGGED_APPLICATION_NAME}[main] j.e.security                             : X509Certificate: Alg:SHA384withRSA, Serial:203e5aec58d04251aab1125aa, Subject:CN=GTS Root R2, O=Google Trust Services LLC, C=US, Issuer:CN=GTS Root R2, O=Google Trust Services LLC, C=US, Key type:RSA, Length:4096, Cert Id:948387669, Valid from:22.06.2016, 03:00, Valid until:22.06.2036, 03:00
2024-11-30T14:39:35.103+03:00 DEBUG 20528 --- ${sys:LOGGED_APPLICATION_NAME}[main] j.e.security                             : X509Certificate: Alg:SHA384withECDSA, Serial:203e5b882eb20f825276d3d66, Subject:CN=GTS Root R3, O=Google Trust Services LLC, C=US, Issuer:CN=GTS Root R3, O=Google Trust Services LLC, C=US, Key type:EC, Length:384, Cert Id:1163081155, Valid from:22.06.2016, 03:00, Valid until:22.06.2036, 03:00
2024-11-30T14:39:35.104+03:00 DEBUG 20528 --- ${sys:LOGGED_APPLICATION_NAME}[main] j.e.security                             : X509Certificate: Alg:SHA384withECDSA, Serial:203e5c068ef631a9c72905052, Subject:CN=GTS Root R4, O=Google Trust Services LLC, C=US, Issuer:CN=GTS Root R4, O=Google Trust Services LLC, C=US, Key type:EC, Length:384, Cert Id:1326433111, Valid from:22.06.2016, 03:00, Valid until:22.06.2036, 03:00
2024-11-30T14:39:35.105+03:00 DEBUG 20528 --- ${sys:LOGGED_APPLICATION_NAME}[main] j.e.security                             : X509Certificate: Alg:SHA384withECDSA, Serial:67749d8d77d83b6adb22f4ff59e2bfce, Subject:CN=HARICA TLS ECC Root CA 2021, O=Hellenic Academic and Research Institutions CA, C=GR, Issuer:CN=HARICA TLS ECC Root CA 2021, O=Hellenic Academic and Research Institutions CA, C=GR, Key type:EC, Length:384, Cert Id:-693932344, Valid from:19.02.2021, 14:01, Valid until:13.02.2045, 14:01
2024-11-30T14:39:35.106+03:00 DEBUG 20528 --- ${sys:LOGGED_APPLICATION_NAME}[main] j.e.security                             : X509Certificate: Alg:SHA256withRSA, Serial:39ca931cef43f3c68e93c7f46489387e, Subject:CN=HARICA TLS RSA Root CA 2021, O=Hellenic Academic and Research Institutions CA, C=GR, Issuer:CN=HARICA TLS RSA Root CA 2021, O=Hellenic Academic and Research Institutions CA, C=GR, Key type:RSA, Length:4096, Cert Id:1709624614, Valid from:19.02.2021, 13:55, Valid until:13.02.2045, 13:55
2024-11-30T14:39:35.106+03:00 DEBUG 20528 --- ${sys:LOGGED_APPLICATION_NAME}[main] j.e.security                             : X509Certificate: Alg:SHA256withECDSA, Serial:0, Subject:CN=Hellenic Academic and Research Institutions ECC RootCA 2015, O=Hellenic Academic and Research Institutions Cert. Authority, L=Athens, C=GR, Issuer:CN=Hellenic Academic and Research Institutions ECC RootCA 2015, O=Hellenic Academic and Research Institutions Cert. Authority, L=Athens, C=GR, Key type:EC, Length:384, Cert Id:513613456, Valid from:07.07.2015, 13:37, Valid until:30.06.2040, 13:37
2024-11-30T14:39:35.106+03:00 DEBUG 20528 --- ${sys:LOGGED_APPLICATION_NAME}[main] j.e.security                             : X509Certificate: Alg:SHA256withRSA, Serial:0, Subject:CN=Hellenic Academic and Research Institutions RootCA 2015, O=Hellenic Academic and Research Institutions Cert. Authority, L=Athens, C=GR, Issuer:CN=Hellenic Academic and Research Institutions RootCA 2015, O=Hellenic Academic and Research Institutions Cert. Authority, L=Athens, C=GR, Key type:RSA, Length:4096, Cert Id:-802976731, Valid from:07.07.2015, 13:11, Valid until:30.06.2040, 13:11
2024-11-30T14:39:35.108+03:00 DEBUG 20528 --- ${sys:LOGGED_APPLICATION_NAME}[main] j.e.security                             : X509Certificate: Alg:SHA256withRSA, Serial:2dddacce629794a143e8b0cd766a5e60, Subject:CN=HiPKI Root CA - G1, O="Chunghwa Telecom Co., Ltd.", C=TW, Issuer:CN=HiPKI Root CA - G1, O="Chunghwa Telecom Co., Ltd.", C=TW, Key type:RSA, Length:4096, Cert Id:-2016358144, Valid from:22.02.2019, 12:46, Valid until:31.12.2037, 18:59
2024-11-30T14:39:35.109+03:00 DEBUG 20528 --- ${sys:LOGGED_APPLICATION_NAME}[main] j.e.security                             : X509Certificate: Alg:SHA256withRSA, Serial:8165f8a4ca5ec00c99340dfc4c6ae23b81c5aa4, Subject:CN=Hongkong Post Root CA 3, O=Hongkong Post, L=Hong Kong, ST=Hong Kong, C=HK, Issuer:CN=Hongkong Post Root CA 3, O=Hongkong Post, L=Hong Kong, ST=Hong Kong, C=HK, Key type:RSA, Length:4096, Cert Id:-901951080, Valid from:03.06.2017, 05:29, Valid until:03.06.2042, 05:29
2024-11-30T14:39:35.109+03:00 DEBUG 20528 --- ${sys:LOGGED_APPLICATION_NAME}[main] j.e.security                             : X509Certificate: Alg:SHA256withRSA, Serial:a0142800000014523c844b500000002, Subject:CN=IdenTrust Commercial Root CA 1, O=IdenTrust, C=US, Issuer:CN=IdenTrust Commercial Root CA 1, O=IdenTrust, C=US, Key type:RSA, Length:4096, Cert Id:1232565210, Valid from:16.01.2014, 22:12, Valid until:16.01.2034, 21:12
2024-11-30T14:39:35.110+03:00 DEBUG 20528 --- ${sys:LOGGED_APPLICATION_NAME}[main] j.e.security                             : X509Certificate: Alg:SHA256withRSA, Serial:a0142800000014523cf467c00000002, Subject:CN=IdenTrust Public Sector Root CA 1, O=IdenTrust, C=US, Issuer:CN=IdenTrust Public Sector Root CA 1, O=IdenTrust, C=US, Key type:RSA, Length:4096, Cert Id:2123370772, Valid from:16.01.2014, 21:53, Valid until:16.01.2034, 20:53
2024-11-30T14:39:35.111+03:00 DEBUG 20528 --- ${sys:LOGGED_APPLICATION_NAME}[main] j.e.security                             : X509Certificate: Alg:SHA256withRSA, Serial:8210cfb0d240e3594463e0bb63828b00, Subject:CN=ISRG Root X1, O=Internet Security Research Group, C=US, Issuer:CN=ISRG Root X1, O=Internet Security Research Group, C=US, Key type:RSA, Length:4096, Cert Id:1521974916, Valid from:04.06.2015, 14:04, Valid until:04.06.2035, 14:04
2024-11-30T14:39:35.112+03:00 DEBUG 20528 --- ${sys:LOGGED_APPLICATION_NAME}[main] j.e.security                             : X509Certificate: Alg:SHA384withECDSA, Serial:41d29dd172eaeea780c12c6ce92f8752, Subject:CN=ISRG Root X2, O=Internet Security Research Group, C=US, Issuer:CN=ISRG Root X2, O=Internet Security Research Group, C=US, Key type:EC, Length:384, Cert Id:-896325052, Valid from:04.09.2020, 03:00, Valid until:17.09.2040, 19:00
2024-11-30T14:39:35.113+03:00 DEBUG 20528 --- ${sys:LOGGED_APPLICATION_NAME}[main] j.e.security                             : X509Certificate: Alg:SHA256withRSA, Serial:b0b75a16485fbfe1cbf58bd719e67d, Subject:CN=Izenpe.com, O=IZENPE S.A., C=ES, Issuer:CN=Izenpe.com, O=IZENPE S.A., C=ES, Key type:RSA, Length:4096, Cert Id:-1845580984, Valid from:13.12.2007, 16:08, Valid until:13.12.2037, 11:27
